AQI Bucket,City,Date,AQI,Benzene,CO,N Ox,NH3,NO,NO2,O3,Pm10,Pm2.5,SO2,Toluene,Xylene
Moderate,Delhi,07-07-2018,155,2.06,0.9,28.17,51.84,8.99,34.43,53.82,158.13,61.93,10.4,24.89,2.46
Moderate,Delhi,08-07-2018,176,2.31,0.98,35.86,57.11,14.86,39.85,65.27,179.05,68.2,11.6,30.07,2.62
Moderate,Delhi,09-07-2018,168,1.66,0.93,28.69,55.38,9.06,35.14,54.8,169.96,70.48,11,20.19,1.01
Moderate,Delhi,10-07-2018,140,1.07,0.81,24.09,47.18,7.74,28.19,43.89,112.45,47.48,10.92,17.31,0.24
Moderate,Delhi,11-07-2018,111,1.49,0.84,26.63,39.31,8.76,31.82,34.6,102.39,39.78,11.26,21.21,0.39
Moderate,Delhi,12-07-2018,130,1.49,0.76,28.48,35.01,10.21,34.22,45.16,127.08,46.53,10.92,21.79,1.1
Moderate,Delhi,13-07-2018,109,1.55,0.88,29.09,33.49,12.27,31.94,26.96,61.6,28.44,10.69,24,0.99
Satisfactory,Delhi,14-07-2018,96,1.81,0.84,31.3,34.11,13.24,31.63,29.2,70.35,33.82,11.13,29.69,1.03
Satisfactory,Delhi,15-07-2018,92,1.19,0.78,25.51,32.08,8.28,28.9,28.01,78.42,37.76,10.64,21.78,0.41
Satisfactory,Delhi,16-07-2018,95,1.61,0.96,32.44,36.19,13.87,33.31,23.59,83.03,37.32,9.51,31.33,1.3
Moderate,Delhi,17-07-2018,105,1.53,0.87,28.81,41.85,11.89,30.73,31.96,84.78,34.26,10.2,28.84,0.85
Moderate,Delhi,18-07-2018,114,1.48,0.82,28.39,46.23,12.45,29.45,32.43,97.11,37.76,11.04,25.94,0.83
Moderate,Delhi,19-07-2018,106,1.31,0.8,25.71,41.74,10.58,27.41,31.96,83.54,35.04,11.14,22.7,0.47
Satisfactory,Delhi,20-07-2018,90,1.87,0.89,30.45,38.54,12.22,33.46,24.18,80.33,37.26,10.4,30.82,0.91
Moderate,Delhi,21-07-2018,114,2.32,0.97,37.03,43.54,17.99,36.48,32.23,95.93,50.21,11.2,32.24,0.88
Satisfactory,Delhi,22-07-2018,87,1.28,0.83,27.12,37.26,12.14,27.55,24.91,47.63,25.81,9.85,23.18,0.63
Satisfactory,Delhi,23-07-2018,80,1.39,0.81,29.43,39.3,14.28,28.74,26.11,69.73,32.39,10.43,23.1,0.48
Moderate,Delhi,24-07-2018,101,1.5,0.83,26.72,40.08,12.18,29.15,34.46,94.8,39.3,10.78,24.69,0.45
Satisfactory,Delhi,25-07-2018,90,1.18,0.81,28.48,39.46,15.59,27.58,21.39,80.13,34.7,9.99,26.71,0.56
Satisfactory,Delhi,26-07-2018,90,1.26,0.89,28.9,38.33,16.81,25.1,18.6,57.98,32.22,9.27,25.4,0.6
Satisfactory,Delhi,27-07-2018,68,1.46,0.91,25.77,33.02,14.04,23.41,19.82,35.79,21.75,9.13,30.17,0.54
Satisfactory,Delhi,28-07-2018,71,1.36,0.73,24.43,29.08,13.43,21.59,24.11,67.2,37.69,9.55,22.84,0.45
Satisfactory,Delhi,29-07-2018,100,1.24,0.74,30.46,36.7,18.34,25.02,26.19,116.89,44.03,9.37,22.57,0.44
Moderate,Delhi,30-07-2018,122,1.08,0.8,28.28,42.39,15.98,25.06,28.09,122.86,39.89,8.96,22.42,0.29
Moderate,Delhi,31-07-2018,135,1.28,0.91,30.1,41.94,15.59,28.84,27.81,165.4,50.59,9.12,24.33,0.57
Moderate,Delhi,01-08-2018,155,1.38,0.94,32.34,38.58,19.92,26.14,29.94,195.09,55.77,9.71,22.32,0.28
Poor,Delhi,02-08-2018,215,1.47,0.86,32.61,36.33,20.56,25.2,29.3,268.29,71.5,10.22,23.26,0.31
Poor,Delhi,03-08-2018,228,1.4,0.78,31.73,34.43,19.1,26.08,28.1,248.8,65.46,9.48,20.79,0.21
Poor,Delhi,04-08-2018,215,1.23,0.76,32.96,33.4,19.25,28.77,29.61,264.97,69.75,9.61,22.81,0.33
Poor,Delhi,05-08-2018,234,1.08,0.71,29.73,33.84,17.71,24.82,25.4,246.89,63.57,9.86,17.19,0.4
Moderate,Delhi,06-08-2018,166,1.44,0.9,32.23,45.36,19.28,26.59,27.42,131.76,50.64,9.4,22.79,0.49
Moderate,Delhi,07-08-2018,123,1.55,0.98,31.04,40.11,18.64,26.15,32.06,110.19,44.54,10.65,24.7,0.59
Moderate,Delhi,08-08-2018,108,1.55,1.02,30.33,38.57,19.04,25.24,31.12,76.04,36.7,9.47,23.23,0.58
Moderate,Delhi,09-08-2018,102,1.37,0.89,29.1,38.58,17.18,24.98,34.11,91.15,36.84,9.85,21.43,0.47
Moderate,Delhi,10-08-2018,111,1.81,1.11,42.63,40.95,27.59,34.82,31.83,115.63,46.24,9.66,28.91,0.33
Moderate,Delhi,11-08-2018,106,1.28,0.7,28.8,36.5,18.61,24.06,27.66,98.26,32.72,8.84,22.4,0.27
Satisfactory,Delhi,12-08-2018,92,0.97,0.66,25.93,30.55,14.86,23.5,23.92,83.58,25.7,9.09,20.03,0.1
Moderate,Delhi,13-08-2018,102,1.11,0.84,28.15,34.65,16.15,25.04,27.7,106.03,32.75,9.26,23.38,0.09
Moderate,Delhi,14-08-2018,122,1.57,1.09,30.34,39.38,14.03,29.49,32.47,126.7,46.85,9.86,31.99,0.19
Moderate,Delhi,15-08-2018,128,1.41,0.84,22.86,37.96,9.88,23.72,34.04,117.21,43,8.85,30.1,0.07
Moderate,Delhi,16-08-2018,109,1.88,1.21,33.72,40.19,18.67,29.32,31.87,88.06,36.49,10.43,38.17,0.11
Moderate,Delhi,17-08-2018,109,1.88,0.98,30.72,37.68,18.25,24.58,30.62,80.82,32.98,9.26,35.61,0.23
Satisfactory,Delhi,18-08-2018,90,1.61,0.88,26.14,32.83,12.87,26.17,30.9,77.4,32.11,10.05,31.04,0.05
Satisfactory,Delhi,19-08-2018,100,1.63,1.07,33.12,31.46,18.92,31.85,32.1,96,47.01,11.4,32.28,0.03
Moderate,Delhi,20-08-2018,138,1.66,1.18,37.99,38.4,23.17,32.54,39.36,125.39,61.1,10.88,30.16,0.12
Moderate,Delhi,21-08-2018,105,1.09,1.02,26.25,32.36,11.76,27.85,31.02,77.56,30.98,11.99,20.9,0.09
Satisfactory,Delhi,22-08-2018,91,1.23,0.9,28.73,28.58,14.93,28.18,25.33,74.91,29.75,11.43,25.98,0.05
Satisfactory,Delhi,23-08-2018,86,1.16,0.82,27.95,32.42,15.41,24.72,18.25,73.3,31.19,10.82,25.82,0.04
Satisfactory,Delhi,24-08-2018,89,1.15,0.8,29.81,28.45,17.54,24.6,19.29,88,23.71,10.4,27.47,0.16
Satisfactory,Delhi,25-08-2018,100,1.19,0.68,26.16,25.87,14.99,22.78,20.69,82.69,21.96,10.9,26.57,0.03
Satisfactory,Delhi,26-08-2018,85,0.96,0.6,20.16,24.13,9.89,19.92,24.77,77.21,23.96,10.31,20.49,0.08
Satisfactory,Delhi,27-08-2018,82,1.31,0.78,23.07,26.04,10.67,23.6,26.5,56.62,24.78,10.82,23.78,0.07
Satisfactory,Delhi,28-08-2018,81,1.53,0.85,27.65,27.99,14.65,25.52,21.91,58.76,29.26,10.84,28.19,0.09
Satisfactory,Delhi,29-08-2018,88,1.6,0.9,27.86,29.36,15.31,26.12,21.53,65.58,36.06,10.23,28.23,0.08
Satisfactory,Delhi,30-08-2018,97,1.78,0.95,34.45,29.82,21.4,28.28,27.06,95.47,41.26,9.97,30.81,0.2
Moderate,Delhi,31-08-2018,127,1.47,0.82,26.93,28.79,13.54,25.96,23.57,152.29,47.53,9.67,29.67,0.12
Moderate,Delhi,01-09-2018,132,2.24,1.02,31.54,31.04,19.47,28.51,19.58,110.35,45.19,10.53,34.3,0.04
Moderate,Delhi,02-09-2018,116,1.95,0.87,29.51,31.34,20.91,23.44,23.36,80.4,40.9,9.81,33.74,0.15
Satisfactory,Delhi,03-09-2018,89,2.11,1.06,30,30.05,17.6,27.63,26.15,72.38,42.06,9.96,29.86,0.79
Moderate,Delhi,04-09-2018,118,2.89,1.29,49.8,32.41,34.09,35.94,26.55,105.56,55.72,10.8,37.58,0.13
Moderate,Delhi,05-09-2018,108,2.12,1.04,37.55,29.56,21.85,30.63,20.64,101.8,39.77,9.62,31.65,0.08
Moderate,Delhi,06-09-2018,137,2.19,0.96,43.56,30.78,28.45,30.88,26.24,138.52,49.44,10.13,29.94,0.03
Moderate,Delhi,07-09-2018,117,2.51,1.1,49.1,32.06,30.95,37.91,28.23,87.03,42.11,10.75,36.86,0.28
Moderate,Delhi,08-09-2018,105,1.84,0.84,31.93,28.17,17.48,26.65,23.65,72.63,35.45,11.38,28.88,0.06
Satisfactory,Delhi,09-09-2018,86,1.05,0.72,24.12,24.71,10.53,23.58,26.36,56.92,29.1,10.98,17.3,0.14
Satisfactory,Delhi,10-09-2018,92,1.29,0.88,30.96,24.26,15.56,29.61,29.46,83.98,36.99,11.21,20.47,0.23
Satisfactory,Delhi,11-09-2018,91,1.36,0.78,32,23.37,19,26,23.21,78.11,28.33,9.77,24.81,0.06
Satisfactory,Delhi,12-09-2018,96,1.44,0.71,29.28,22.38,17.17,24.4,22.44,103.27,28.55,10.31,25.14,0.03
Moderate,Delhi,13-09-2018,108,1.28,0.63,30.78,20.34,19.96,23.21,23.11,115.88,27.49,11.24,24.6,0.03
Moderate,Delhi,14-09-2018,113,1.44,0.7,32.01,19.9,20.52,25.18,24.58,113.92,31.38,11.21,24.24,0.07
Moderate,Delhi,15-09-2018,126,2.29,0.8,37.7,22.31,26.65,27.72,25.86,125.81,37.48,11.74,24.43,0.12
Moderate,Delhi,16-09-2018,124,1.78,0.72,31.12,24.13,21.14,25.92,26.12,131.43,43.09,11.14,23.98,0
Moderate,Delhi,17-09-2018,135,1.68,0.78,33.99,25.37,22.25,29.15,35.01,157.59,55.86,11.12,21.94,0.01
Moderate,Delhi,18-09-2018,154,1.71,0.75,28.63,24.13,15,29.8,38.79,165.11,54.94,11.95,23.97,0
Moderate,Delhi,19-09-2018,157,2.12,0.89,40.98,26.44,26.29,37.36,40.04,175.12,58.63,13.43,27.54,0
Moderate,Delhi,20-09-2018,173,2.75,0.98,42.01,29.96,28.51,38.16,49.18,185.23,73.3,14.41,35.2,0.01
Moderate,Delhi,21-09-2018,155,1.98,0.75,24.32,28.6,11.6,26.7,30.31,112.51,46.73,12.74,22.78,0.01
Satisfactory,Delhi,22-09-2018,76,1.7,0.73,19.92,23.58,10.07,21.72,23.89,46.36,24.29,11.11,24.61,0.01
Satisfactory,Delhi,23-09-2018,69,1.4,0.67,16.84,22.73,7.37,19.88,28.89,54.77,30.71,11.59,17.36,0
Satisfactory,Delhi,24-09-2018,63,2.44,0.74,25.46,22.73,14.91,25.07,19.54,35.84,21.46,11.08,21.7,0
Satisfactory,Delhi,25-09-2018,63,3.12,0.81,30.35,22.28,20.54,25.67,22.48,49.41,21.45,10.88,30.75,0.01
Satisfactory,Delhi,26-09-2018,99,2.94,1.03,42.65,24.2,31.86,32.38,28.54,108.67,42.83,11.59,40.14,0.01
Moderate,Delhi,27-09-2018,151,4.84,1.5,73.58,30.7,66.23,37.42,35.24,171.42,71.44,12.78,60.29,0.06
Moderate,Delhi,28-09-2018,200,6.51,1.78,93.15,35.57,86.96,44.68,37.24,214.66,83.78,12.98,75,0.12
Poor,Delhi,29-09-2018,229,6,1.57,74.55,37.78,61.52,46.15,41.92,230.62,92.46,13.08,72.97,0.1
Moderate,Delhi,30-09-2018,176,2.9,1,35.4,31.15,20.83,34.52,35.54,155.26,69.49,12.38,34.63,0.03
Moderate,Delhi,01-10-2018,148,3.29,1.13,47.61,31.58,30.83,40.86,38.52,177.08,65.78,12.7,45.58,0.04
Moderate,Delhi,02-10-2018,186,3.8,1.11,46.51,35.08,31.9,36.68,35.8,185.21,76.03,12.25,47.19,0.04
Moderate,Delhi,03-10-2018,160,3.74,1.13,56.37,31.83,39.9,42.57,36.72,177.17,63.37,13.36,45.68,0.32
Poor,Delhi,04-10-2018,206,4.97,1.34,59.34,37.79,40.37,48.01,45.63,235.14,97.4,14.42,56.91,1.1
Poor,Delhi,05-10-2018,268,6.75,1.62,83.28,42.52,65.84,53.69,44.88,270.61,121.12,17.27,76.45,1.64
Poor,Delhi,06-10-2018,237,4.74,1.23,61.88,36.24,44.04,44.71,32.93,199.37,78.87,13.42,50.77,0.83
Moderate,Delhi,07-10-2018,189,4.61,1.25,57.51,35.47,39.4,44.81,42.38,221.03,81.14,14.33,50.09,0.57
Poor,Delhi,08-10-2018,253,5.34,1.51,63,36.86,37.87,56.21,51.05,279.23,118.6,16.13,60.1,0.82
Poor,Delhi,09-10-2018,269,5.33,1.59,56.31,37.85,31.79,54.24,52.46,263.89,103.26,19.67,51.48,0.73
Poor,Delhi,10-10-2018,263,4.55,1.51,45.93,39.4,23.75,47.73,43.9,256.14,93.36,16.55,45.79,0.61
Poor,Delhi,11-10-2018,219,3.1,1.02,33.12,33.16,14.93,37.74,37.04,208.39,70.42,14.54,35.5,0.41
Moderate,Delhi,12-10-2018,163,3.68,1.13,47.82,25.13,29.52,44.48,42.01,172.04,67.93,16.06,47.52,0.66
Poor,Delhi,13-10-2018,264,5.82,1.41,68.66,33.8,54.11,49.89,42,264.13,132.93,17.91,56.08,1.96
Poor,Delhi,14-10-2018,237,4.23,1.3,53.99,30.33,36.38,47.34,40.16,217.12,91.88,16.07,41.27,1.1
Poor,Delhi,15-10-2018,253,5.51,1.61,68.24,33.54,50.19,55.44,44.92,280.24,115.96,17.96,57.84,1.22
Very Poor,Delhi,16-10-2018,309,7.92,2.2,100.51,43.63,84.92,64.18,54.38,342.5,139.18,19.19,78.45,3.04
Very Poor,Delhi,17-10-2018,332,6.99,1.93,81.62,42.22,67.3,52.81,44.29,323.31,137.29,17.13,63.99,1.98
Very Poor,Delhi,18-10-2018,330,8.83,2.47,112.6,48.05,100.87,57.64,44.65,337.98,143.2,18.46,83.91,3.63
Poor,Delhi,19-10-2018,300,6.59,1.66,61.47,41.31,40.85,54.31,51.05,313.84,137.73,18.35,58.94,1.9
Very Poor,Delhi,20-10-2018,344,5.99,1.55,59.64,37.9,37.49,54.04,47.64,328.13,168.87,19.82,54.68,1.57
Very Poor,Delhi,21-10-2018,325,5.73,1.52,71.3,38.07,49.17,55.77,42.61,294.36,141.15,20.59,57.74,1.59
Poor,Delhi,22-10-2018,296,5.75,1.55,71.09,36.59,49.3,55.49,41.32,274.68,121.65,17.74,49.87,1.88
Poor,Delhi,23-10-2018,274,7.1,1.84,87.65,35,65.36,63.32,44.7,302.16,119.4,19.49,62.35,2.39
Very Poor,Delhi,24-10-2018,354,10.68,2.52,129.52,44.37,103.62,77.72,56.09,384.46,174.04,20.95,100.96,4.26
Very Poor,Delhi,25-10-2018,356,9.42,2.35,120.26,45.37,97.53,72.23,62.29,368.33,168.82,22.51,88.49,3.59
Very Poor,Delhi,26-10-2018,394,10.6,2.72,133.52,48.25,114.02,74.04,53.02,396.01,203.12,20.76,94.71,4.01
Very Poor,Delhi,27-10-2018,396,11.57,3.14,143.02,52.18,123.46,77.3,52.9,408.94,206.05,19.9,103,3.47
Severe,Delhi,28-10-2018,403,8.94,2.45,100.04,47.85,81.11,57.66,52.78,375.23,205,15.62,77.78,3.28
Very Poor,Delhi,29-10-2018,397,9.06,2.67,104.22,48.43,84.12,62.22,53.2,427.06,231.83,16.66,74.48,3.04
Severe,Delhi,30-10-2018,456,10.08,2.9,119.07,52.74,98.5,70.46,50.55,459.45,263.39,17.62,90.31,3.69
Severe,Delhi,31-10-2018,422,9.95,2.91,122.87,55.85,99.9,68.02,47.05,405.94,225.17,18.11,92.3,3.41
Severe,Delhi,01-11-2018,433,10.79,2.97,133.14,58.01,106.68,71.63,45.98,416.97,236.67,20.12,94.12,3.76
Very Poor,Delhi,02-11-2018,391,7.93,1.99,86.56,51.21,57.41,65.98,46.13,373.61,205.44,19.65,64.64,2.6
Very Poor,Delhi,03-11-2018,353,4.98,1.43,45.59,48.63,21.22,47.39,45.43,298.85,159.56,17.1,35.39,0.89
Poor,Delhi,04-11-2018,238,2.56,1,30.79,36.62,14.18,34.18,51.96,179.85,97.27,15.01,19.99,0.31
Severe,Delhi,05-11-2018,424,5.5,1.88,48.8,44.82,26.22,48.25,45,500.01,361.98,14.63,34.14,0.91
Severe,Delhi,06-11-2018,411,3.88,1.29,44.84,31.18,23.48,43.78,45.01,312.87,177.88,15.37,24.85,0.75
Very Poor,Delhi,07-11-2018,317,4.15,1.44,52.43,30.5,30.57,45.14,51.22,300.54,175.43,19.39,20.77,0.44
Severe,Delhi,08-11-2018,452,9.12,2.45,106.68,44.2,89.1,64.57,38.35,509.73,420.3,26.52,44,2.07
Severe,Delhi,09-11-2018,487,9.12,2.65,109.68,49.84,89.45,68.25,47.94,440.76,300.91,17.41,55.65,2.96
Severe,Delhi,10-11-2018,430,10.17,3.01,127.11,55.35,99.32,79.5,42.55,447.4,288.86,18.01,81.74,2.63
Severe,Delhi,11-11-2018,454,9.37,2.89,113.81,55.03,91.92,70.55,51.68,425.12,256.68,16.2,71.1,3.79
Severe,Delhi,12-11-2018,437,9.5,2.85,101.5,58.85,75.93,71.88,53.37,464.28,271.7,17.4,69.49,2.31
Severe,Delhi,13-11-2018,454,9.65,2.74,111.18,62.24,85.28,74.72,37.8,441.43,265.06,18.72,74.6,3.26
Very Poor,Delhi,14-11-2018,361,5.38,1.68,67.48,53,41.75,59.36,31.95,225.77,136.2,16.02,42.88,1.87
Poor,Delhi,15-11-2018,251,4.17,1.29,51.99,49.76,29.85,47.83,32.95,175.95,98.53,15.03,39.67,1.54
Very Poor,Delhi,16-11-2018,302,3.27,1.24,41.05,41.19,19.55,42.41,40.74,230.56,138.49,14.2,24.64,0.86
Poor,Delhi,17-11-2018,292,4.06,1.6,61.7,40.93,38.85,51.93,36.97,255.42,135.21,14.37,32.22,1.72
Very Poor,Delhi,18-11-2018,330,6.3,2,92.64,44.39,68.53,61.82,39.51,313.67,166.43,16.29,48.08,6.73
Very Poor,Delhi,19-11-2018,340,4.66,1.56,47.93,48.41,18.31,56.73,51.15,319.12,179.79,16.32,33.16,1.68
Very Poor,Delhi,20-11-2018,367,6.37,2.04,80.38,54.51,53.4,63.96,46.03,374.77,224.1,16.11,51.31,2.77
Very Poor,Delhi,21-11-2018,396,5.32,1.79,81.87,46.84,54.16,63.79,40.22,349.54,209.96,14.22,42.92,0.94
Very Poor,Delhi,22-11-2018,317,6.05,2.09,120.74,42.27,91.36,74.93,37.22,292.92,139.02,16.89,56.92,0.92
Very Poor,Delhi,23-11-2018,356,6.49,2.04,102.45,45.84,77.16,61.06,40.01,331.22,187.85,16.39,61.33,2.27
Poor,Delhi,24-11-2018,296,3.33,1.34,50.88,36.97,26.91,46.57,37.48,223.33,107.73,15.12,30.31,0.99
Poor,Delhi,25-11-2018,266,4.61,1.72,84.38,39.78,59.31,58.16,37.17,268.83,133.62,16.56,43.22,0.9
Very Poor,Delhi,26-11-2018,349,7.01,2.43,120.55,47.15,94.45,68.3,39.8,362.41,200.69,20.11,61.96,2.34
Very Poor,Delhi,27-11-2018,396,10.54,3.32,176.98,53.89,152,78.94,34.02,378.23,205.53,18.31,92.77,4.61
Very Poor,Delhi,28-11-2018,363,8.67,2.85,146.11,53.87,120.37,69.6,34.61,356.12,193.1,15.96,73.8,2.44
Very Poor,Delhi,29-11-2018,384,8.64,2.52,124.27,51.41,101.42,63.68,35.79,363.12,205.17,12.76,78.97,3.41
Very Poor,Delhi,30-11-2018,365,6.19,1.96,86.03,46.35,62.12,56.74,35.79,340.56,190.36,13.69,48.33,1.91
Very Poor,Delhi,01-12-2018,335,5.99,1.91,90.73,42.49,68.71,56.43,35.45,297.66,147.48,14.4,46.53,1.44
Very Poor,Delhi,02-12-2018,329,8.92,2.77,152.89,45.3,131.08,67.18,39.35,331.5,164.63,16.62,70.64,3.02
Very Poor,Delhi,03-12-2018,356,8.11,2.74,144.74,47.02,120.66,66.91,38.44,356.2,178.87,16.52,66.53,2.75
Very Poor,Delhi,04-12-2018,394,9.77,3.17,169.75,51.21,140.77,74.17,38.12,393.74,211.57,16.28,84.12,3.2
Very Poor,Delhi,05-12-2018,374,7.76,2.59,142.92,49.26,121.66,65.87,32.33,345.32,181.62,15.89,60.99,2.6
Very Poor,Delhi,06-12-2018,385,10.22,3.04,156.61,52.53,136.49,71.73,40.87,395.33,218.06,16.49,86.38,3.23
Very Poor,Delhi,07-12-2018,376,7.45,2.09,105.05,49.16,85.29,54.83,32.45,353.86,193.81,14.11,57.31,10.5
Very Poor,Delhi,08-12-2018,366,7.6,2.2,107.05,49.42,85.16,59.06,37.6,358.72,202.83,15.47,57.49,5.16
Very Poor,Delhi,09-12-2018,389,9.42,2.67,127.78,50.23,103.19,65.3,39.85,388.23,226.35,18.08,70.17,2.02
Severe,Delhi,10-12-2018,431,8.92,2.75,121.45,55.63,89.36,66.58,42.51,453.77,264.63,16.74,57.53,5.42
Severe,Delhi,11-12-2018,464,8.53,2.78,124.9,58.67,93.61,68.87,41.9,461.98,274.97,15.49,59.75,3.03
Severe,Delhi,12-12-2018,443,6.65,1.95,80.05,51.27,56.21,55.1,36.34,327.23,209.63,14.64,49.37,8.65
Poor,Delhi,13-12-2018,264,3.74,1.21,56.05,40.31,35.89,42.59,24.89,162.44,94.29,13.07,34.89,3.29
Poor,Delhi,14-12-2018,248,3.76,1.22,60.27,42.01,39.15,45.22,27.74,196.85,113.42,12.5,27.97,3.69
Poor,Delhi,15-12-2018,274,3.88,1.22,53.33,41.97,30.33,47.31,29.58,211.8,122.69,13.34,27.13,1.01
Poor,Delhi,16-12-2018,295,4.34,1.42,65.32,45.92,42.76,50.86,32.7,252.01,150.28,15.76,31.02,0.78
Very Poor,Delhi,17-12-2018,338,6.06,1.93,94.61,50.27,70.9,58.08,32.85,322.5,182.78,16.14,44.09,0.95
Very Poor,Delhi,18-12-2018,370,6.28,1.78,82.18,51.04,55.86,61.34,37.13,339.38,204.08,17.76,43.12,0.95
Very Poor,Delhi,19-12-2018,370,6.34,1.92,89.2,48.82,61.91,63.77,37.05,351.7,205.22,17.41,39.02,1.35
Severe,Delhi,20-12-2018,423,8.96,2.64,139.08,54.66,114.21,68.97,40.5,429.33,258.1,17.68,62.49,4.93
Severe,Delhi,21-12-2018,422,7.39,2.22,103.06,57.91,74.98,66.03,38.38,403.18,252.2,15.9,46.63,2.46
Severe,Delhi,22-12-2018,468,8.63,2.59,117.64,60.21,85.55,78.71,44.98,502.83,326.79,18.47,55.27,2.37
Severe,Delhi,23-12-2018,557,10.84,3.36,145.67,67.29,112.95,77.63,50.65,560.68,401.58,18.21,74.07,19.67
Severe,Delhi,24-12-2018,577,10.58,3.36,152.77,65.75,123.73,75.26,43.25,546.59,378.68,17.86,73.62,2.75
Severe,Delhi,25-12-2018,475,6.63,1.9,74.6,57.34,45.37,61.2,36.37,399.37,268.2,14.14,38.49,10.85
Severe,Delhi,26-12-2018,405,6.56,1.99,89.51,50.38,59.69,65.2,39.09,366.1,241,15.37,36.39,3.65
Severe,Delhi,27-12-2018,458,10.25,2.87,143.91,56.6,110.91,78.43,40.96,453.45,290.1,18.03,70.74,3.06
Severe,Delhi,28-12-2018,413,5.4,1.66,68.5,55.46,39.19,60.59,37.38,387.84,249.23,14.8,30.25,0.47
Severe,Delhi,29-12-2018,420,6.34,1.96,102,51.53,74.28,64.97,39.29,399.14,248.12,16.49,37.55,1.05
Severe,Delhi,30-12-2018,484,9.87,2.94,157.78,57.55,127.84,76.89,42.87,503.99,336.42,19.91,65.05,2.31
Severe,Delhi,31-12-2018,509,9.1,2.7,133.87,56,105.28,70.54,41.44,494.51,319.69,17.38,59.74,2.53
Severe,Delhi,01-01-2019,475,8.09,2.54,121.07,56.66,92.04,69.46,39.58,461.02,287.34,17.77,48.84,2.21
Severe,Delhi,02-01-2019,501,10.04,2.78,133.85,63.63,101.08,75.06,43.3,515.72,331.2,18.27,58.7,2.42
Severe,Delhi,03-01-2019,537,8.91,2.55,106.99,61.02,77.92,66.2,39.77,519.34,355.4,15.12,56.57,3.28
Severe,Delhi,04-01-2019,432,6.78,2.01,74.39,53.09,47.83,57.53,28.75,388.79,246.46,13.22,40.5,0.93
Severe,Delhi,05-01-2019,440,8.5,2.23,90.67,56.49,64.97,60.35,36.33,411.49,262.53,15.59,51.69,1.29
Very Poor,Delhi,06-01-2019,371,5.08,1.49,54.18,55.71,28.3,51.94,31.48,254.66,174.26,13.65,31.15,0.52
Very Poor,Delhi,07-01-2019,331,5.29,1.57,72.14,56.06,49,52.45,27.11,283.88,181.74,15.49,34.1,0.59
Very Poor,Delhi,08-01-2019,340,4.16,1.31,54.76,49.69,31.32,48.95,27.37,242.02,156.26,14.67,24.24,0.4
Very Poor,Delhi,09-01-2019,321,3.91,1.3,50.88,43.53,26.14,49.49,30.9,238.94,143.66,15.09,22.96,0.5
Very Poor,Delhi,10-01-2019,317,5.15,1.75,80.36,44.67,54.31,58.22,30.92,278.87,165.95,16.81,33.81,0.81
Severe,Delhi,11-01-2019,401,10,2.9,151.4,56.53,118.55,76.71,35.61,432.2,278.95,20.03,73.38,1.44
Severe,Delhi,12-01-2019,482,10.49,3.11,148.93,63.46,117.23,85.14,39.78,465.89,311.03,17.81,73.27,1.54
Severe,Delhi,13-01-2019,464,7.7,2.36,94.9,63.66,64.96,66.11,37.53,403.32,272.45,17.83,50.53,1.11
Very Poor,Delhi,14-01-2019,320,2.77,1.04,40.87,40.52,18.5,42.16,31.33,173.94,94.44,15.05,19.45,0.1
Poor,Delhi,15-01-2019,248,3.88,1.37,61.72,39.74,36.34,52.45,29.85,229.1,134.57,17.09,24.31,0.3
Very Poor,Delhi,16-01-2019,383,8.8,2.58,142.71,55.19,108.12,83.75,33.75,424.07,271.96,20.35,53.96,2.04
Severe,Delhi,17-01-2019,515,10.74,3.13,147.7,60.95,108.96,84.74,39.76,519.49,358.91,19.63,66.34,2.26
Severe,Delhi,18-01-2019,437,7.09,2.06,88.33,48.6,56.97,68.58,30.35,364.61,237.22,14.7,44.42,0.89
Severe,Delhi,19-01-2019,411,8.27,2.35,133.24,50.3,100.7,77.9,34.75,402.21,262.68,18.07,55.89,1.72
Severe,Delhi,20-01-2019,480,12.17,3.66,195.81,62.37,158.63,106.04,45.03,478.43,314.59,20.98,92.09,3.26
Severe,Delhi,21-01-2019,413,6.36,1.83,85.11,57.52,58.34,63.04,32.77,289.4,175.49,16.82,36.57,1
Moderate,Delhi,22-01-2019,174,2.16,1.01,34.22,39.73,14.1,38.56,27.01,72.61,53.25,11.87,19.7,0.1
Moderate,Delhi,23-01-2019,186,5.6,1.62,76.5,42.37,55.53,48.14,26.51,211.71,135.68,14.17,40.42,0.64
Very Poor,Delhi,24-01-2019,328,4.78,1.44,58.86,41.06,37.42,44.11,30.57,218.93,130.59,15.29,44.97,0.43
Moderate,Delhi,25-01-2019,188,2.42,1.01,38.45,34.17,16.96,40.03,30.01,136.43,81.2,14.62,27.94,0.08
Poor,Delhi,26-01-2019,231,2.57,0.98,35.94,33.64,15.3,38.43,35.41,169.32,101.61,14.48,16.99,0.03
Poor,Delhi,27-01-2019,275,3.13,1.1,42.16,35.34,19.78,45.27,33.34,217.45,136.47,15.89,19.33,0.05
Very Poor,Delhi,28-01-2019,301,3.19,1.06,46.7,34.49,22.97,49.13,33.6,212.42,126.48,15.76,20.16,0.17
Poor,Delhi,29-01-2019,297,3.87,1.24,58.67,36.19,33.51,51.47,33.83,235.85,142,18.56,27.11,0.37
Very Poor,Delhi,30-01-2019,342,5.45,1.76,89.54,42.99,61.02,63.7,35.84,334.21,206.14,24.75,42.52,0.71
